SymbolID;Recommendations
S356141;{3219,Hold,NA,0}
S3431978;{4303,Hold,0.03848503,0}{4263,Buy,0.2722646,30}{3195,Hold,0.04669887,37}{3195,Hold,0.1247422,48}{1218,Buy,0.2334452,54}{13177,Hold,0.09819326,56}
S1039689;{4101,Hold,0.09170306,0}{291,Hold,0.005025126,6}{1373,Hold,NA,8}{1304,Hold,-0.02860227,10}{151916,Buy,0.2256267,14}{4040,Sell,-0.008264463,29}{3790,Sell,-0.008264463,29}
S14363193;{1409,Buy,0.2032086,0}{3655,Buy,0.1856178,0}{3655,Buy,NA,9}{3655,Buy,0.2174416,13}{1307,Buy,0.5475684,20}{1409,Buy,0.08570431,24}{3873,Buy,0.3900473,25}{1875,Buy,0.2374925,26}{661,Buy,0.3219208,30}{6196,Buy,0.2239575,40}{1409,Buy,0.1460306,42}{1307,Buy,0.3258204,47}
S536481;{25173,Buy,0.1319243,0}{1156,Buy,0.09686467,0}{1329,Buy,0.2096774,21}{3881,Buy,0.2291105,22}{1156,Hold,0.06946209,24}
S3066798;{1156,Buy,0.1885246,0}{1202,Hold,0.1180124,9}{1156,Buy,0.1948908,14}{24690,Buy,0.1526232,19}{29282,Hold,0.009285426,26}{1156,Buy,0.1806375,30}{1156,Buy,0.1528608,53}{24511,Buy,0.2711864,57}
S7458399;{3053,Hold,-0.06467755,0}{3084,Buy,0.2165166,13}{1182,Buy,0.203271,16}{2252,Hold,0.0342368,17}{3348,Buy,0.2149533,20}{3084,Buy,0.002824859,29}{1704,Buy,0.3416473,38}{3854,Buy,0.2379786,41}{4309,Hold,NA,44}{3057,Buy,0.1969504,45}{14907,Hold,0.1821573,46}{3636,Buy,0.3558421,48}{1182,Buy,0.2973548,48}{296,Buy,0.2229164,48}{4513,Hold,0.06340556,48}{3054,Buy,0.4455553,49}{3830,Hold,0.07962213,50}{930,Buy,0.2415655,50}{3636,Buy,0.3705993,51}{338,Hold,0.3074697,52}{3057,Buy,0.232451,52}{3134,Hold,-0.008680742,52}{1831,Buy,0.299432,52}{1527,Hold,NA,53}{4309,Buy,0.2907737,53}{1936,Buy,0.250437,53}{1892,Buy,0.1025358,53}{3348,Buy,0.2101003,53}{3154,Buy,0.250437,53}{4237,Hold,NA,53}{4213,Buy,0.3176648,53}{4125,Buy,0.08959168,54}{3854,Buy,0.08959168,54}{2252,Hold,0.1769799,55}{3461,Buy,0.1499229,55}{338,Hold,NA,55}{15211,Hold,0.1061652,56}{603,Buy,0.06954731,57}{603,Buy,0.06954731,57}{603,Buy,0.3225064,58}{2252,Hold,0.06437444,62}
S4092276;{3857,Buy,0.1645267,0}{3363,Buy,0.1775096,21}{1645,Buy,0.04347826,27}{281,Buy,0.1216057,30}
S10151185;{4251,Hold,0.2662989,0}{1700,Hold,NA,0}{1061,Buy,0.3036325,2}{769,Buy,0.3391599,7}{4157,Buy,0.2656559,20}{1700,Hold,NA,26}{277,Buy,0.6602431,28}{1700,Hold,NA,30}{1700,Hold,NA,38}{277,Buy,0.3405485,39}{4157,Buy,0.2622549,42}{1700,Hold,NA,46}{38231,Hold,0.1506276,47}{593,Buy,NA,50}{4251,Hold,0.1921965,51}{1700,Hold,NA,54}
S3398867;{1218,Buy,-0.08290386,0}{291,Buy,-0.1017122,15}{1304,Buy,-0.09327911,33}
S39189147;{1412,Hold,0.09583154,0}{1043,Buy,0.08711951,5}{3802,Hold,NA,24}{846,Buy,0.311798,26}{756,Hold,0.156515,32}{1901,Buy,0.1709801,33}{1415,Buy,0.2632643,34}{694,Buy,0.1999338,35}{1412,Hold,0.1585568,35}{1281,Hold,0.09326381,37}{3755,Hold,0.120797,38}{846,Buy,0.2228149,40}{630,Buy,0.3091807,41}{694,Buy,0.1012105,44}
S3754891;{15083,Buy,0.3371151,0}
S15179100;{3697,Hold,0.02321319,0}{4641,Hold,0.1557789,43}{3372,Hold,0.0587103,52}
S580834;{15201,Hold,NA,0}
S397760;{8593,Hold,NA,0}
S7458399;{3348,Buy,NA,0}{3830,Hold,NA,0}{3154,Buy,0.3404826,0}{1936,Buy,0.228055,0}{11021,Hold,NA,0}{1840,Buy,0.5566894,0}{296,Buy,0.3491308,0}{3636,Buy,0.3145377,0}{1649,Hold,NA,0}{710,Buy,0.228055,0}{14907,Buy,0.2453516,0}{3348,Buy,0.3986503,1}{3461,Buy,0.28501,1}{1455,Buy,0.2675268,1}{1892,Buy,0.3986503,1}{4086,Buy,0.1259595,2}{1527,Buy,0.2328024,2}{3084,Buy,0.3149892,2}{4513,Buy,0.1378927,3}{3054,Buy,0.367139,4}{930,Buy,0.2040335,5}{603,Buy,0.1956722,5}{603,Buy,0.2960083,5}{3544,Buy,0.3588572,6}{4486,Buy,NA,6}{3084,Buy,0.3947488,7}{4309,Buy,0.4175349,8}{3084,Buy,0.3787161,11}{2252,Buy,0.1195522,13}{1936,Buy,0.1355458,13}{3057,Buy,0.1995202,13}{15211,Hold,-0.0003998401,13}{4309,Buy,0.3061651,14}{4213,Buy,0.3878004,14}{1840,Buy,0.4474107,16}{603,Buy,0.2463815,16}{1892,Buy,0.2861736,17}{3057,Buy,0.1594472,18}{1936,Buy,0.09760999,18}{603,Buy,0.1808804,19}{1840,Buy,0.371345,19}{4309,Buy,0.1799758,22}{3084,Buy,0.2019953,23}{3084,Buy,0.1967091,27}{3133,Hold,NA,27}{11021,Hold,NA,29}{3012,Buy,0.2419166,32}{3084,Buy,0.174743,40}{1455,Buy,0.1273623,45}{1892,Buy,0.1866971,45}{1936,Buy,0.05733433,46}{1831,Buy,NA,46}{3854,Buy,0.1602839,47}{1936,Buy,0.06296973,47}{13247,Buy,0.2030256,48}{4213,Buy,0.3147515,49}{1704,Buy,0.122715,52}{1704,Buy,0.1069837,53}{1732,Buy,0.2756526,61}
S23454119;{1260,Buy,0.06656859,0}{4349,Buy,0.08614232,5}{14935,Buy,0.4824227,13}{864,Buy,0.4089871,15}{3221,Hold,NA,18}{4241,Buy,0.3344691,24}{864,Buy,0.4994645,49}
S4092276;{3118,Buy,0.1937812,0}{441,Buy,0.1678832,24}
S448588;{3703,Hold,1.263028,0}{3849,Hold,1.011581,0}{25509,Hold,1.199722,18}{1660,Buy,1.248664,25}{4640,Hold,1.171893,31}{4876,Hold,1.061081,32}{4876,Hold,NA,39}{847,Hold,1.034854,42}{1660,Buy,1.199821,56}
S37177112;{1451,Buy,0.2205477,0}{1451,Buy,0.4044944,33}{3740,Buy,0.3024467,35}{1868,Buy,0.4885106,35}{3781,Buy,0.4095238,39}{2311,Hold,-0.1424528,46}{2112,Hold,NA,47}{3781,Buy,0.1496088,49}
S11796143;{31633,Buy,0.720723,0}{22325,Sell,0.05637252,37}{1262,Buy,0.2500348,42}{259,Buy,0.6275651,50}{855,Buy,0.2959873,54}
S44957100;{290,Buy,0.1678832,0}{8593,Hold,NA,23}{3693,Buy,0.2120294,35}{626,Buy,0.3094199,38}{290,Buy,0.2023001,41}{3258,Hold,0.04547831,41}{5153,Buy,NA,42}{290,Buy,0.1894075,50}{8593,Buy,0.09759715,52}
S66694;{4308,Buy,0.1688835,0}{4138,Buy,0.1424731,50}
S997135;{4061,Buy,0.6573622,0}{4374,Buy,0.2993763,12}{4374,Buy,0.2737772,17}{1558,Buy,0.4468925,20}{2065,Buy,NA,21}{27809,Hold,NA,23}
S253825;{4052,Hold,2.220963,0}
S2910271;{33684,Sell,-0.1330733,0}{27783,Hold,-0.1035281,7}{1276,Hold,0.004805592,18}{1049,Sell,NA,27}
S3443652;{4876,Buy,0.2390588,0}{4402,Buy,NA,39}
S3795794;{860,Buy,0.2539709,0}{860,Buy,0.1364497,28}{860,Buy,0.2063696,45}{950,Buy,0.07185391,60}
S3173882;{618,Hold,0.04413198,0}{2297,Buy,NA,40}{299,Hold,0.1198371,54}
S1940885;{2115,Buy,0.1444669,0}{1841,Buy,0.05850654,38}{1841,Buy,0.04702075,39}
S3940295;{15083,Buy,0.08570265,0}
S5265154;{1399,Buy,0.1528822,0}{308,Buy,0.2197029,44}
S3007718;{4362,Buy,NA,0}
S4534577;{3457,Buy,0.1055635,0}{1054,Buy,0.1057226,20}{4306,Buy,0.1201823,25}{3622,Buy,NA,29}{3813,Hold,0.1115333,30}
S397760;{139880,Hold,-0.04374851,0}
S5245105;{502,Buy,0.1368421,0}{3897,Buy,0.1157895,0}{308,Sell,-0.01593753,21}{1539,Buy,0.1466638,24}{502,Buy,0.1078527,50}
S45359401;{530,Buy,0.1743502,0}{603,Buy,0.1245486,13}{296,Buy,0.2379031,16}{3134,Buy,0.3012565,17}{530,Buy,0.2540693,19}{1802,Buy,0.5254301,24}{15109,Buy,-0.3768934,32}{3118,Buy,0.602274,32}{3054,Buy,NA,34}{444,Buy,0.497306,38}{1527,Buy,0.691639,42}{3296,Buy,0.4826847,48}{665,Buy,0.3598517,49}{1645,Buy,0.366856,51}{3057,Buy,0.3212303,51}{603,Buy,0.366856,51}{530,Buy,0.3759492,51}{1669,Hold,-0.08876268,51}{4309,Hold,0.1503733,51}{1793,Hold,0.109374,51}{859,Buy,0.2870908,51}{4362,Hold,0.1094936,52}{2252,Sell,-0.3693405,52}{13247,Buy,0.6116527,52}{3054,Buy,0.4657579,53}{4447,Hold,0.160946,53}{1527,Buy,0.5132791,54}{33909,Hold,0.1640608,54}{859,Buy,0.396873,54}{3074,Hold,NA,54}{4513,Buy,NA,54}{3296,Buy,0.2455777,54}{1704,Buy,0.4407873,55}{36781,Buy,1.125703,55}{296,Buy,0.3960729,56}{3057,Buy,0.1951991,56}{603,Buy,0.3152915,57}{3118,Buy,13.08296,59}{15211,Hold,0.2398377,60}{665,Buy,0.2009648,62}
S2766091;{29117,Hold,0.09071562,0}{1502,Hold,-0.01569566,0}{827,Buy,0.1572227,0}{579,Buy,0.1306198,0}{3908,Hold,-0.05559989,0}{4469,Buy,0.1366676,1}{827,Buy,0.102248,22}
S39189147;{694,Buy,0.1509333,0}{1901,Buy,0.1330431,0}{1415,Buy,0.1566042,10}{1281,Hold,NA,11}{846,Buy,0.2235678,12}{694,Buy,0.2110184,12}{1901,Buy,0.1766892,15}{1415,Buy,0.2468342,23}{8968,Hold,0.02599179,33}
S3795794;{860,Buy,0.09036841,0}{860,Buy,0.1160903,53}
S3615875;{3325,Buy,0.1374537,0}{3876,Buy,0.1887465,17}
S340236;{2290,Buy,NA,0}
S48372115;{4331,Buy,0.1569053,0}{4331,Buy,0.1192886,35}{848,Buy,NA,42}{3610,Buy,0.1859086,48}
S49814117;{1399,Hold,NA,0}{5031,Sell,-0.2239981,4}{497,Buy,0.2269146,13}{1399,Hold,NA,20}{3906,Buy,NA,24}{3766,Buy,0.1748358,24}{308,Hold,0.09987358,25}{497,Buy,0.1630847,25}{33935,Buy,0.1483753,27}{1798,Buy,NA,27}{3611,Buy,0.3224015,29}{3897,Hold,0.03595776,31}{3465,Buy,0.2031048,35}{15140,Hold,0.04166667,52}
S49160135;{1351,Hold,1.68063,0}{3710,Buy,1.301293,4}{3423,Sell,1.250724,30}{14854,Hold,1.331107,30}{955,Hold,1.506163,35}{1887,Buy,1.451682,35}{3610,Buy,1.467347,37}{3305,Buy,1.489929,39}{3610,Buy,1.243081,43}
S1446743;{871,Buy,0.04770397,0}{2288,Hold,NA,37}
S45122272;{1700,Buy,0.4542344,0}{1519,Hold,0.443369,4}{3237,Buy,0.6170526,7}{1700,Buy,0.571455,8}{1145,Buy,NA,9}{1260,Hold,0.04879161,15}{1700,Buy,0.2728362,16}{4349,Buy,0.1948128,20}{4714,Buy,NA,21}{1700,Buy,0.1808836,26}{1700,Buy,0.2080728,29}{1700,Buy,0.1771223,36}{3237,Buy,0.2169029,42}{1700,Buy,0.1600928,52}{1700,Buy,0.134998,54}
S37505145;{4876,Hold,0.01354717,0}{4876,Hold,-0.01935435,10}{1672,Buy,0.4236549,17}{4551,Buy,0.344563,17}{4876,Hold,0.04094935,19}{4876,Hold,NA,23}{4876,Hold,NA,29}{125841,Hold,0.2520591,32}{3961,Buy,0.4876595,40}{4876,Hold,0.1918943,49}{867,Buy,0.4227278,51}{1672,Buy,0.5697443,52}{28903,Buy,NA,56}{4876,Hold,0.1293382,58}
S3639565;{1701,Buy,0.1334364,0}{3511,Hold,0.09859929,36}
S25564115;{1072,Hold,-0.1700755,0}{352,Hold,-0.09196649,8}{793,Hold,-0.1266931,23}{15023,Hold,-0.216038,53}
S45359401;{603,Buy,NA,0}{4309,Hold,0.02489019,0}{4035,Buy,0.3753976,2}{1527,Buy,0.3581537,4}{859,Buy,0.3486239,6}{4086,Hold,NA,6}{4447,Hold,-0.03669725,6}{13247,Buy,0.2189996,8}{3970,Buy,0.05086171,8}{1704,Buy,0.09992385,9}{3133,Hold,-0.02723735,11}{22620,Hold,NA,13}{13247,Buy,0.1052672,24}{4035,Buy,0.2598425,25}{1645,Buy,-0.03564265,26}{603,Buy,0.3605442,51}
S1444370;{731,Buy,0.1138959,0}{3813,Hold,0.04087812,13}{4128,Hold,0.05759062,32}{3813,Hold,NA,37}
S4126873;{33177,Buy,0.1296882,0}{33177,Buy,0.09489051,18}{3260,Hold,0.04278485,19}{3219,Hold,NA,23}
S30609112;{3258,Buy,0.182932,0}{1702,Hold,NA,9}{1702,Hold,NA,21}
S19087292;{14927,Hold,NA,0}{1709,Buy,0.3584753,10}{3220,Hold,0.01244463,13}{1276,Buy,0.08631246,17}{736,Buy,0.3233261,17}{1737,Buy,0.2478403,19}{3120,Hold,-0.06058282,20}{510,Buy,0.2522878,21}{3370,Buy,NA,23}{3144,Hold,NA,24}{4786,Buy,0.376618,24}{1737,Buy,0.232191,30}{510,Buy,0.251444,30}{2144,Hold,0.1547344,32}{3106,Buy,0.2202208,38}{426,Buy,0.2417219,41}{2116,Buy,0.001527754,46}{1709,Buy,0.09998358,47}{1673,Hold,0.02249489,51}
S4236243;{3498,Sell,0.02758248,0}
S24027218;{2259,Buy,0.1865764,0}{4591,Hold,0.147482,2}{2259,Buy,0.2042407,12}{1043,Hold,0.05278712,12}{37470,Hold,NA,13}{4591,Hold,NA,13}{694,Buy,0.3550834,15}{1415,Hold,0.07891151,15}{846,Buy,NA,17}{694,Buy,0.4030807,19}{2259,Buy,0.27416,22}{466,Hold,NA,23}{4591,Hold,0.2813501,35}{2259,Buy,0.2535232,40}{466,Hold,0.04134287,50}{2259,Buy,0.3722545,55}
S27356109;{3835,Hold,0.1875695,0}{866,Buy,NA,32}{11075,Hold,0.06703405,51}
S4534577;{156451,Hold,0.03286385,0}{3457,Buy,0.155303,24}{146756,Buy,0.1572757,26}{3813,Hold,0.05263158,29}
S28722136;{1710,Hold,0.004464286,0}{1399,Buy,0.1534025,47}{15140,Buy,0.1588468,56}
S30584221;{1359,Hold,NA,0}{3992,Hold,NA,9}{22739,Hold,0.09683485,14}{4221,Buy,0.1564212,16}{4130,Hold,0.1082138,33}{4349,Sell,-0.2400253,36}{22739,Hold,0.2718023,47}{1707,Hold,0.1131059,52}{1506,Hold,-0.2049775,56}
S3515147;{447,Hold,NA,0}{4716,Hold,NA,46}
S3031140;{851,Hold,0.1043819,0}{851,Hold,0.03780578,46}
S32042162;{1518,Buy,NA,0}{765,Hold,-0.005898337,20}{4170,Buy,0.2387677,23}{866,Buy,0.1985835,24}{3673,Hold,0.08962136,24}{3633,Hold,-0.008121422,32}{1181,Hold,0.04529617,37}{866,Buy,0.242236,47}{1518,Buy,0.2846518,53}{3835,Buy,0.1277965,57}
S17332105;{757,Hold,0.02947113,0}{876,Hold,0.04959868,6}{3383,Hold,0.05042017,12}{3811,Buy,0.2565222,17}{4225,Buy,0.181828,19}{4145,Hold,0.3262599,23}{3373,Buy,0.3281429,29}{876,Hold,0.1139019,49}{4225,Hold,0.06496273,51}
S23987404;{2252,Buy,0.1732499,0}{1831,Buy,0.09503324,0}{1892,Buy,0.1732499,0}{1840,Buy,0.1885895,5}{136911,Sell,-0.1492147,7}{15211,Buy,0.1777022,8}{3057,Buy,0.02774923,10}{3014,Buy,0.3682565,12}{4309,Buy,0.3288171,13}{1704,Buy,0.2823801,15}{3854,Buy,0.1669659,15}{3084,Buy,NA,17}{3053,Buy,0.09330352,19}{3084,Buy,0.01197087,21}{2255,Buy,0.09729334,22}{3054,Buy,0.1108207,30}{1035,Buy,0.1276201,36}{296,Buy,0.1716235,39}{3054,Buy,0.09437363,39}{11021,Buy,NA,40}{3012,Buy,0.3186813,44}{13247,Buy,0.4423077,44}{3296,Buy,NA,47}{3854,Buy,0.1660262,57}
S25246342;{1700,Buy,0.1699164,0}{1700,Buy,0.2062033,6}{1700,Buy,0.2085635,8}{1446,Hold,0.01095198,25}{2311,Buy,0.2041773,26}{1877,Buy,0.03519669,28}{1700,Buy,0.08695652,28}{1700,Buy,0.09706405,30}{4458,Hold,0.08050847,31}{4221,Hold,0.01694915,31}{1700,Buy,0.1509372,38}{8818,Sell,-0.1026483,40}{864,Buy,0.1766076,51}{1700,Buy,0.1064278,57}
S29991154;{4790,Buy,NA,0}{527,Hold,-0.01960784,0}{2255,Buy,0.06951872,0}{3111,Hold,0.0516934,0}{14927,Hold,0.03386809,0}{1864,Buy,0.06951872,0}{2144,Hold,-0.01960784,0}{3128,Buy,0.1229947,0}{869,Hold,-0.07308378,0}{1717,Hold,NA,1}{758,Hold,0.1474469,4}{1270,Buy,0.2430675,4}{3157,Buy,0.2221565,8}{869,Hold,0.004604437,14}{1864,Buy,0.2060719,16}{1717,Hold,NA,23}{869,Hold,-0.02893381,46}
S1918469;{3558,Buy,0.2452439,0}{1192,Buy,0.312336,26}
S8195195;{137224,Sell,-0.142459,0}{2253,Sell,-0.1212654,5}{1193,Sell,-0.3150551,9}{2057,Sell,-0.2608944,11}{4302,Sell,-0.3135909,12}{1795,Buy,0.1570896,12}{24682,Buy,0.07304511,13}{3931,Hold,NA,13}{1203,Buy,0.1281718,15}{372,Sell,-0.2442706,16}{38215,Buy,0.03912789,16}{4302,Hold,-0.1498045,16}{29232,Buy,0.01923077,17}{29232,Buy,0.01923077,17}{15115,Hold,-0.1638308,19}{372,Sell,-0.2125984,20}{1795,Buy,0.1473911,22}{879,Buy,0.06796117,25}{1795,Buy,0.1456311,25}{2300,Buy,NA,26}{707,Buy,0.1967981,26}{146754,Sell,-0.0990991,31}{3803,Hold,NA,33}{372,Sell,-0.1486645,35}{1177,Hold,-0.08636067,37}{576,Buy,0.2845011,38}{29232,Buy,0.1817168,42}{274,Hold,0.1034821,51}{1203,Buy,-0.9435998,51}{2057,Sell,-0.099964,53}{1795,Buy,0.1539944,55}{15115,Hold,-0.05923186,56}{3339,Hold,NA,56}{879,Buy,0.05555556,57}{372,Hold,-0.1111111,57}{12195,Buy,0.1384571,59}{1193,Hold,-0.2040816,60}{4640,Buy,0.0119409,61}
S920053;{3014,Hold,-0.05877431,0}{2290,Buy,NA,31}{6086,Buy,0.1591149,45}
S1105963;{36850,Buy,0.08763595,0}{36850,Buy,0.1530815,19}{8818,Buy,0.1428571,26}{864,Buy,0.3709899,32}
S29991154;{2303,Buy,0.1969329,0}{3510,Hold,0.04685942,18}{3144,Hold,0.0707457,20}{527,Hold,0.09105336,23}{14927,Hold,NA,23}{3677,Sell,NA,28}{1717,Buy,0.4610728,28}{3128,Buy,0.3163307,29}{869,Hold,0.04041617,31}{527,Hold,0.1004402,31}{14927,Hold,0.1604642,31}{2255,Buy,0.1212063,33}{1717,Buy,0.2488849,40}{14927,Hold,NA,46}
S46138235;{1700,Hold,NA,0}{1700,Hold,NA,6}{277,Hold,0.08452199,20}{4251,Buy,0.2799628,24}{1013,Buy,0.07433532,35}{1700,Hold,NA,38}{1700,Hold,NA,38}{1700,Hold,NA,50}{4280,Hold,NA,52}{1700,Hold,NA,62}
S48021166;{1911,Buy,NA,0}{3426,Buy,0.2100027,0}{1792,Buy,0.162947,0}{1862,Buy,0.1265916,1}{4138,Buy,0.296066,24}{1712,Buy,0.1376934,31}{27640,Buy,0.1791831,33}{272,Hold,0.1857708,33}{14934,Hold,0.1699708,35}{4770,Buy,0.1699708,35}{4138,Buy,0.2923438,36}{24685,Buy,0.1336356,39}{4138,Buy,0.3222037,52}
S14926173;{24687,Buy,0.2338063,0}{3105,Buy,NA,6}{3115,Buy,0.8207566,8}{1864,Buy,0.5700762,22}{868,Buy,0.5304863,28}{3685,Buy,0.8416647,31}{2109,Buy,0.6530747,32}{4002,Buy,0.7385969,33}{222,Buy,0.1320098,53}{868,Buy,0.04517869,56}{458,Buy,1.46265,60}
S1182372;{1298,Hold,0.1084938,0}{1219,Hold,0.106383,4}{832,Hold,0.0406938,44}
S2071532;{3828,Buy,0.1418269,0}{37728,Buy,0.2031935,47}{3426,Buy,0.08908734,56}{1862,Hold,0.02680502,58}
S9611200;{2096,Buy,0.04031209,0}{685,Hold,0.08303249,8}{4338,Buy,NA,10}{4070,Hold,0.06458481,11}{3908,Buy,0.1845534,13}{1185,Buy,0.2076723,15}{2240,Buy,0.1839924,15}{3261,Hold,0.05078809,28}{3908,Buy,0.1933174,54}{4070,Hold,0.07526882,56}
S1473661;{1670,Buy,0.1605824,0}{4641,Buy,0.01028655,50}
S2191162;{4132,Buy,NA,0}
S33313171;{3115,Buy,0.3707296,0}{1864,Buy,0.1813608,32}{868,Buy,0.2587142,35}{12143,Sell,-0.2709133,36}{458,Buy,0.247122,36}{342,Hold,-0.002079002,51}
S4669063;{859,Hold,0.06751698,0}{2312,Buy,0.2477471,0}{1499,Hold,NA,3}{1736,Hold,NA,53}
S45111148;{3339,Buy,0.2093988,0}{879,Buy,0.1413978,27}{4302,Buy,0.2492808,32}{3339,Buy,0.2330456,36}{146754,Buy,0.2330456,36}{879,Buy,0.295655,44}{4302,Buy,0.2647641,54}
S132090;{4365,Hold,NA,0}{1458,Hold,0.3448149,53}
S1320488;{530,Buy,0.37031,0}{3118,Hold,-0.5602165,13}{1302,Hold,-0.06287787,30}{1302,Hold,-0.1079137,35}{3014,Buy,0.1223022,35}{230,Hold,NA,41}
S2261631;{3325,Buy,0.1788618,0}{3663,Hold,0.05019954,7}{749,Sell,-0.1174617,22}{796,Hold,0.133205,29}
S1235493;{848,Hold,-0.0569395,0}{3602,Hold,0.07615894,34}{3335,Hold,0.0968543,34}{3335,Buy,0.0747971,41}
S38080196;{3129,Buy,NA,0}{8593,Buy,0.3468013,1}{4431,Buy,0.4638059,26}
S2191162;{832,Hold,-0.006849315,0}{832,Hold,-0.02284521,35}{157517,Buy,0.08828731,53}
S30990203;{24685,Buy,NA,0}{1785,Buy,0.03658537,14}{1785,Buy,0.0391198,31}{24685,Buy,NA,43}{304,Buy,0.2488292,50}
S24377154;{448,Hold,0.1533243,0}{29287,Hold,0.1225728,19}{1274,Hold,0.2044271,30}{1274,Buy,0.2602394,41}{3843,Buy,0.2682308,46}{3443,Buy,0.4857881,50}
S6788160;{3795,Hold,0.1282239,0}{3415,Hold,0.4470697,0}{3563,Buy,0.6861564,6}{3353,Hold,NA,6}{4175,Buy,NA,14}{4286,Buy,0.4806266,23}{877,Buy,0.4317108,46}{3378,Hold,0.1386362,52}{3415,Hold,0.4854178,54}{2240,Hold,0.2588287,54}{3563,Buy,0.7663131,55}{3353,Hold,0.3098621,57}{156996,Buy,0.4219688,59}
S2596037;{4420,Buy,0.3666537,0}{870,Buy,0.3283905,17}{14749,Buy,0.2808197,40}
S4222150;{2130,Hold,-0.02289224,0}{2130,Hold,-0.00621118,43}
S12358128;{860,Hold,-0.4952044,0}{22616,Hold,NA,6}{22616,Hold,NA,21}{860,Hold,0.03788272,50}{22616,Hold,NA,53}
S2625222;{4144,Hold,0.00359622,0}
S3559786;{791,Buy,0.2208068,0}{855,Hold,0.08958838,5}{2309,Buy,0.431127,13}{771,Buy,0.2308465,14}{1946,Buy,0.5573976,14}{855,Hold,0.08433735,16}{855,Hold,0.07476636,21}{3663,Hold,0.0163082,24}{4262,Buy,0.2437216,26}{34151,Buy,0.3129625,29}{397,Hold,0.06862978,30}
S21829128;{3925,Buy,0.3680197,0}{1793,Buy,0.1191372,11}{3673,Hold,-0.04150292,28}{930,Hold,0.12222,31}{3673,Hold,0.0178117,35}{15183,Hold,0.05831305,45}{15087,Buy,0.20024,47}{1527,Buy,0.1851852,56}
S2880851;{3919,Buy,0.1955764,0}
S2174341;{2271,Hold,NA,0}{1188,Hold,0.05383082,53}
S997135;{38019,Buy,0.281747,0}{1558,Hold,0.1001873,11}{4374,Buy,NA,12}{4061,Buy,0.9756839,23}{4061,Buy,0.6974973,34}{619,Buy,0.3928808,45}{2065,Buy,0.2305945,57}
S48021166;{4770,Buy,0.20008,0}{1792,Buy,0.1600773,0}{4138,Buy,0.3288591,6}{1712,Buy,0.0607266,19}{385,Buy,0.1387233,22}{1792,Buy,0.1720329,27}{4138,Buy,0.3044338,28}{4770,Buy,0.1061947,54}{1792,Buy,0.04354084,55}{4138,Buy,0.1832905,56}{579,Buy,0.00536193,57}
S531655;{1188,Buy,0.1503586,0}{828,Buy,0.02613217,9}{1370,Buy,0.2115165,23}
S1549651;{15109,Sell,-0.128076,0}
S3703545;{21847,Buy,0.5698587,0}{21847,Buy,0.8587361,45}
S580834;{221,Buy,0.2316335,0}{1929,Buy,-0.01631478,46}
S4222150;{25536,Sell,-0.0672088,0}{146756,Hold,0.004544367,0}{4049,Hold,0.08394253,10}{3813,Hold,-0.02510358,24}{3457,Buy,0.07877572,56}
S5494120;{853,Buy,0.1568849,0}{2155,Buy,0.1456628,21}{738,Buy,0.2570294,36}{2155,Buy,0.3184035,39}{1721,Buy,0.332853,41}{3575,Buy,0.4716703,42}{301,Buy,0.369863,43}{3853,Buy,0.3150685,43}{3260,Buy,0.3419216,47}{1226,Buy,0.2935681,50}{1721,Buy,0.07470966,54}{853,Buy,0.2026884,55}{1844,Buy,0.3457743,56}{1553,Buy,0.202225,56}
S11027212;{530,Hold,0.04842196,0}{1856,Buy,0.04381864,25}{370,Buy,0.118068,28}{2312,Hold,0.0006822834,34}{441,Buy,0.2164041,35}{9895,Buy,NA,36}{3118,Buy,0.2744265,39}{4035,Hold,-0.01539158,54}
S36348162;{299,Buy,0.1555193,0}{4357,Buy,0.1486486,3}{37837,Buy,0.219347,7}{848,Buy,0.04594201,12}{3487,Buy,0.1305518,17}{1449,Buy,0.1923131,23}{955,Hold,0.1358796,25}{3610,Buy,0.1549979,26}{37816,Buy,0.2120348,26}{3305,Buy,0.154066,27}{3610,Buy,0.173063,28}{3610,Buy,0.1885547,34}{3710,Buy,0.07604017,49}
S9729131;{1955,Buy,1.669101,0}{29406,Hold,1.070684,7}{1791,Hold,1.573269,8}{4338,Hold,1.573269,8}{4469,Buy,1.898958,12}{1955,Buy,1.896942,26}{4338,Hold,1.886127,28}{2096,Hold,NA,29}{4338,Hold,1.643246,55}{1955,Hold,NA,55}
S3819980;{1887,Buy,0.07033639,0}{4043,Hold,0.04575163,5}{15211,Buy,0.1482255,6}{3854,Hold,0.03252452,14}{3305,Buy,0.3705584,18}{3084,Sell,-0.1885911,20}{15200,Hold,NA,21}{231,Hold,0.09109363,21}{3955,Buy,0.2279355,24}{15211,Buy,-0.0268886,25}{1735,Hold,0.01522843,26}{15200,Hold,NA,26}{3084,Sell,-0.1624365,26}{37065,Buy,0,27}{684,Hold,0.1794872,27}{3305,Buy,0.3846154,27}{3710,Buy,0.1434511,29}{1527,Hold,0.06752068,36}{1936,Buy,NA,39}{848,Buy,0.2222222,42}{3710,Buy,0.3414634,49}{3084,Sell,-0.1119483,51}
S4800358;{828,Buy,0.2409626,0}
S1142458;{15240,Buy,0.1031034,0}{731,Buy,0.1119031,22}
S37310117;{10973,Buy,1.024163,0}{4433,Hold,1.589304,8}{1552,Hold,0.4194871,14}{3737,Hold,0.3954935,28}
