SymbolID;Recommendations;Decision
S39831415;{22515,Buy,1.166469,0}{3057,Buy,1.28868,0}{3854,Buy,1.166469,0}{3054,Buy,1.305443,10}{1182,Buy,1.360845,13}{930,Buy,1.369353,17}{3854,Buy,1.238128,20}{710,Buy,1.525067,20}{1649,Buy,1.302317,23}{3012,Buy,1.286444,24}{3057,Buy,1.351308,29}{281,Buy,1.439637,47}{3012,Buy,1.484988,48}{603,Buy,NA,48}{3830,Buy,1.606972,50}{1527,Buy,1.484484,52}{3154,Buy,1.59772,54};Sell
S563986;{3845,Hold,0.03924028,0}{4958,Buy,0.1247803,5}{4098,Hold,NA,10}{3091,Buy,0.4264146,21}{278,Hold,-0.03571025,23}{757,Buy,0.4421933,26}{4958,Buy,0.4282819,45}{278,Hold,0.2297783,50};Buy
S39374150;{746,Buy,NA,0};Buy
S38927421;{3006,Buy,0.2170385,0}{2188,Buy,0.1983471,31}{4527,Hold,0.03986135,48}{1476,Buy,0.2131716,48}{942,Hold,0.08318891,48}{3007,Buy,0.2494614,49}{945,Hold,0.03950104,51}{2099,Buy,0.126408,52}{4461,Buy,0.2711864,53}{3006,Hold,0.01694915,53};Buy
S32314222;{1700,Buy,0.2601512,0}{1700,Buy,0.3376932,5}{1700,Buy,0.3505402,10}{1700,Buy,0.2960829,22}{1700,Buy,0.4112334,25}{1700,Buy,0.2644001,28}{489,Buy,0.2585212,30}{1700,Buy,0.2342631,40}{1260,Buy,NA,46};Hold
S29991154;{2073,Hold,NA,0};Hold
S1295925;{3457,Hold,0.4830896,0}{1461,Buy,0.5287174,20}{3679,Buy,0.6279328,25}{3679,Buy,0.5939484,45}{15240,Buy,0.6089328,50};Sell
S1841583;{4168,Buy,0.1733333,0}{1702,Buy,0.1689071,32}{1702,Buy,0.1010728,45}{1702,Buy,0.1023177,57};Buy
S9611200;{8593,Hold,NA,0}{4487,Buy,NA,37}{4704,Hold,0.25,50};Sell
S4534577;{3813,Buy,0.1495615,0}{3457,Hold,0.04068117,29};Hold
S30943157;{4601,Buy,NA,0};Sell
S3200499;{606,Buy,0.1710794,0}{4545,Buy,0.1949686,30};Sell
S21840103;{4060,Buy,0.0209713,0}{1718,Buy,0.06026786,34}{3955,Buy,0.3450292,40}{1718,Buy,0.1269276,46};Buy
S2890954;{4036,Hold,-0.01750077,0}{301,Buy,0.09170306,10}{1572,Buy,0.06012658,13}{301,Buy,0.1626003,35};Hold
S1235493;{3305,Hold,-0.04720658,0}{2279,Hold,NA,0}{3610,Hold,NA,2};Sell
S1148287;{606,Hold,2.514328,0}{1712,Hold,2.391485,1};Hold
S1320488;{2149,Buy,1.307374,0}{281,Hold,0.7800608,38}{1499,Hold,0.9969995,39};Hold
S3964726;{3597,Buy,NA,0};Sell
S8195195;{3803,Buy,0.2163432,0}{3785,Hold,-0.0003816725,3}{879,Hold,-0.0003816725,3}{26561,Hold,-0.04231867,4}{1566,Hold,0.1130278,5}{12195,Buy,0.3142763,5}{3339,Buy,0.283473,5}{763,Hold,0.08163265,6}{274,Hold,0.05701799,7}{4640,Buy,0.3201722,8}{1849,Hold,NA,9}{2253,Hold,-0.04291854,14}{3339,Buy,0.1580293,17}{3339,Buy,0.1580293,17}{12195,Buy,0.1690834,26}{879,Hold,-0.04805422,46};Sell
S1446743;{1062,Hold,0.07764576,0};Hold
S1300218;{924,Buy,0.1754648,0}{1785,Buy,NA,22}{3302,Buy,0.1752786,35};Buy
S24027218;{1404,Buy,0.07982642,0}{3369,Buy,0.08568565,3}{3932,Buy,0.3341551,7}{1699,Hold,-0.06405173,11}{630,Buy,0.2141241,12}{2259,Hold,-0.05887424,12}{2259,Hold,NA,15}{1231,Buy,0.1430625,23}{1901,Buy,0.1224314,27}{221,Buy,0.05874317,33}{846,Buy,0.3845339,51}{630,Buy,0.2612329,53}{630,Buy,0.2507329,54}{1415,Buy,0.3215419,55}{756,Buy,0.1609287,58}{1289,Hold,NA,60};Hold
S4185678;{861,Sell,-0.5963986,0}{1524,Hold,NA,0};Buy
S24359139;{3137,Hold,0.003861004,0}{4431,Buy,NA,39};Sell
S32606160;{3709,Buy,0.07867276,0}{3709,Buy,0.1305242,28}{1699,Buy,0.2846865,28}{1699,Buy,0.3145787,29}{1699,Buy,0.3500743,35}{8968,Buy,0.532745,45}{1699,Buy,0.5225335,46}{1699,Buy,0.5358624,47};Sell
S29326176;{3987,Hold,NA,0}{4405,Buy,NA,11}{1098,Hold,-0.009704892,23}{3539,Buy,0.1496531,33}{1098,Hold,0.143201,40}{3678,Buy,0.4308426,42}{1117,Buy,0.2820513,48}{3987,Buy,0.1242604,48};Buy
S45359401;{13247,Buy,7.228256,0}{1527,Buy,NA,0}{4486,Sell,3.172172,12}{4086,Hold,NA,14}{1187,Buy,NA,17}{4190,Hold,4.896226,18}{1527,Hold,6.738565,22}{3013,Buy,NA,23}{603,Buy,7.289583,23}{603,Buy,NA,24}{1856,Buy,NA,28}{1527,Buy,7.359735,29}{3118,Buy,NA,41}{3133,Hold,6.155294,54};Buy
S37172135;{3331,Buy,0.1263073,0}{3331,Buy,0.3031915,36}{3331,Buy,0.3322458,39}{605,Buy,NA,43};Hold
S26301203;{1812,Hold,NA,0}{1276,Buy,0.1644155,0}{1276,Hold,0.09204368,25}{1709,Hold,NA,32}{1498,Hold,NA,44};Sell
S8402267;{3098,Buy,0.07657742,0}{2191,Hold,NA,47}{4376,Buy,3.423,49};Buy
S43958155;{1041,Buy,NA,0}{4770,Buy,NA,38}{1041,Buy,NA,41};Buy
S7291152;{3339,Buy,0.140576,0}{8855,Hold,NA,22}{3339,Buy,0.07052054,23}{1193,Hold,-0.09336942,25}{3831,Hold,-0.03401932,33}{3339,Buy,0.1459676,50}{697,Buy,0.4542936,56};Hold
S1038485;{757,Buy,0.2797154,0}{3393,Buy,0.5216303,1}{4636,Buy,0.5168095,3}{4636,Buy,0.519562,22}{3812,Buy,0.5564056,23}{4636,Hold,0.5564441,54}{3656,Hold,0.4543822,54};Hold
S1918469;{1192,Buy,3.636069,0};Buy
S45397242;{1937,Buy,NA,0}{1051,Buy,2.192609,46};Sell
S19087292;{1709,Buy,0.1311862,0}{1673,Buy,NA,21}{1497,Buy,NA,41};Sell
S644385;{4224,Buy,0.1539061,0}{3096,Buy,NA,30}{3688,Buy,0.2341772,37};Buy
S18928138;{610,Buy,NA,0}{4218,Buy,NA,45}{2143,Buy,2.443664,59};Buy
S2694296;{685,Buy,0.09640832,0};Sell
S453098;{1162,Hold,0.01528268,0}{28907,Sell,NA,53};Sell
S29326176;{947,Buy,NA,0};Buy
S3140050;{4348,Hold,1.00797,0};Hold
S3511390;{3807,Buy,NA,0};Sell
S1320488;{1499,Hold,1.168443,0}{530,Buy,1.223957,15}{281,Buy,1.199504,27}{3153,Hold,NA,34};Sell
S2519588;{1346,Buy,0.4250755,0}{762,Hold,0.2504835,14}{25173,Hold,NA,27}{1202,Hold,0.2587169,33}{1346,Buy,0.3567363,54};Hold
S840140;{1274,Buy,0.2665685,0}{3196,Buy,0.2995452,25}{26557,Sell,NA,29}{3355,Sell,NA,30}{1547,Buy,0.2084592,39}{3443,Buy,0.3085819,41};Buy
S15223161;{941,Buy,0.2824166,0}{4365,Buy,0.1630724,36}{1224,Hold,-0.002991027,38};Buy
S356141;{4359,Buy,NA,0}{243,Buy,0.07905498,23};Sell
S28722136;{308,Buy,0.2173913,0}{1201,Hold,0.06382979,63};Buy
S15837194;{3574,Hold,NA,0}{2097,Buy,NA,20}{665,Hold,-0.03766841,35}{3830,Buy,0.1369789,36}{837,Hold,-0.07958852,36}{3133,Hold,NA,39}{3136,Buy,NA,43}{8833,Hold,-0.09236519,51};Sell
S1862064;{3096,Buy,NA,0};Buy
S4157880;{1294,Hold,-0.02149222,0};Hold
S8402267;{1212,Buy,0.1372252,0}{1956,Buy,3.775169,15}{2191,Hold,NA,40};Sell
S397760;{14866,Hold,0.05115627,0}{290,Hold,0.1337052,1}{3929,Buy,0.3676444,1}{4210,Buy,0.2776678,1};Sell
S39374150;{4715,Hold,NA,0}{746,Hold,-0.09801563,0};Buy
S40770141;{662,Buy,0.5772871,0};Buy
S4499433;{1373,Buy,0.2893983,0};Sell
S43958155;{22528,Hold,0.3165088,0}{3426,Buy,0.5378437,3}{3867,Buy,NA,3}{1712,Hold,0.3337467,5}{1712,Hold,0.3581552,7}{1862,Buy,0.5271226,9}{1041,Hold,0.3889495,29};Buy
S36348162;{3406,Buy,3.54193,0}{2076,Hold,NA,0}{3610,Buy,3.447657,3}{1068,Buy,3.485814,7}{848,Buy,3.645651,30}{299,Buy,3.524057,34}{2076,Hold,NA,37}{3406,Buy,3.598802,41}{955,Hold,3.36443,42}{3305,Buy,3.483606,43}{1887,Buy,3.491669,44};Hold
S21840103;{1718,Buy,0.1283498,0}{1718,Buy,0.1339476,46}{1718,Buy,0.1013256,50};Buy
S3606780;{4487,Hold,-0.02762241,0}{606,Buy,0.08317215,3};Buy
S16542124;{3610,Buy,1.285714,0}{3710,Buy,0.1636364,0}{299,Buy,1.383553,8}{4357,Buy,0.1857708,16}{1650,Buy,1.542912,33};Hold
S108661;{2088,Buy,0.5028069,0};Hold
S8377154;{4531,Buy,0.4099401,0}{1839,Buy,0.151029,12}{928,Buy,0.2676056,13}{259,Buy,0.2068966,22}{777,Buy,0.2068966,22}{3782,Buy,NA,27}{855,Sell,NA,32}{791,Buy,0.1297376,35};Buy
S27356109;{4170,Buy,0.2942607,0}{4424,Buy,0.2340625,0}{3835,Buy,0.2247013,24};Buy
S43175124;{1712,Hold,3.671533,0};Buy
S3575567;{3783,Hold,NA,0}{3486,Sell,-0.1627128,59};Sell
S1848572;{3223,Buy,0.5847102,0}{3656,Hold,0.4677593,44};Buy
S2439463;{4402,Buy,0.2544803,0};Buy
S454041;{3174,Hold,1.025316,0}{3575,Buy,1.085419,1}{625,Hold,NA,48};Buy
S1250435;{8593,Buy,NA,0};Buy
S4669063;{1669,Hold,NA,0};Sell
S46582110;{4408,Buy,NA,0}{826,Hold,0.1050663,22}{3621,Hold,0.1026991,39}{3049,Buy,NA,44}{968,Buy,0.09136264,58};Hold
S8377154;{791,Buy,0.2718601,0};Sell
S25239156;{662,Buy,NA,0}{3526,Buy,NA,24}{281,Buy,NA,47};Hold
S1370961;{3570,Buy,NA,0};Buy
S2938636;{3006,Hold,-0.05514848,0}{3619,Buy,NA,0}{3097,Sell,NA,1};Hold
S3511390;{3479,Buy,2.005097,0}{24675,Buy,1.838298,15}{4222,Buy,1.773905,20}{6233,Buy,1.896608,38};Buy
S2282788;{1718,Buy,0.382952,0};Buy
S47883117;{287,Buy,0.4047231,0}{829,Hold,0.09934853,0}{3776,Buy,0.1646658,17}{829,Hold,0.03327496,31}{3355,Hold,0.1273734,42};Sell
S38649154;{3662,Buy,0.30775,0}{1098,Buy,0.1538462,30}{8843,Buy,0.2151215,35}{2065,Buy,0.2226298,39}{309,Buy,0.5188742,40}{3539,Buy,0.1838285,40}{1558,Buy,0.2285012,40}{8843,Buy,NA,43}{3678,Buy,0.2068966,51};Buy
S3077118;{1712,Hold,-0.01253668,0};Buy
S2596037;{2091,Buy,0.3228528,0}{4420,Buy,0.303681,0};Buy
S2911788;{3881,Hold,0.2275862,0}{31732,Buy,0.1519473,1}{31732,Hold,0.07411386,20}{587,Buy,0.1958544,21}{1202,Hold,0.014456,28};Buy
S448629;{2083,Hold,NA,0}{2083,Hold,NA,26};Buy
S448588;{3479,Buy,NA,0};Buy
S10151185;{277,Buy,0.6277808,0}{1700,Buy,0.2548551,14}{1700,Buy,0.2415016,17}{13919,Buy,0.1421701,32};Buy
S1813783;{847,Hold,-0.07259817,0};Hold
S3806332;{3457,Hold,0.008230453,0};Sell
S1300218;{3627,Buy,NA,0}{1390,Buy,3.984424,34}{1479,Buy,NA,48}{1861,Buy,0.3306553,51};Sell
S4206794;{503,Hold,0.1343013,0}{503,Hold,0.2651822,24};Sell
S5245105;{5031,Hold,0.04718647,0};Hold
S4092276;{1302,Buy,0.170117,0}{3296,Buy,0.1716276,24}{1157,Buy,0.1998737,26}{6086,Buy,0.2707722,52}{3938,Buy,NA,56};Hold
S45359401;{3057,Hold,6.374074,0}{1187,Hold,NA,44}{3149,Sell,NA,48}{3152,Buy,NA,49}{1704,Buy,7.492569,50}{1187,Hold,NA,52};Buy
S45397242;{1177,Buy,2.061023,0};Sell
S7458399;{603,Buy,0.3343712,0}{3007,Hold,NA,44}{472,Buy,NA,51}{3145,Buy,NA,52}{1704,Buy,0.2215352,52}{1182,Buy,NA,61};Sell
S1182372;{3504,Buy,0.1120196,0};Sell
S36074187;{1955,Buy,NA,0}{4175,Sell,NA,1}{1185,Buy,NA,2}{1927,Hold,NA,7}{4704,Sell,-0.2864788,19}{2240,Hold,-0.09844933,21}{1927,Hold,-0.2862241,22}{1662,Hold,0.01339124,23}{4175,Sell,-0.3772894,24}{3261,Buy,0.1967091,38}{1185,Hold,NA,50}{1714,Buy,0.3084112,60};Hold
S12358128;{7228,Buy,0.1158342,0};Sell
S3031140;{851,Hold,NA,0}{851,Buy,0.3333333,24}{851,Buy,0.2339056,41};Buy
S29981135;{3006,Buy,NA,0}{354,Hold,0.04239055,26}{13770,Buy,0.3171947,33}{1248,Hold,NA,34}{1563,Buy,0.2229706,39};Sell
S36334265;{4204,Buy,NA,0};Hold
S46781105;{606,Buy,0.2412406,0}{1712,Buy,0.153099,24}{3272,Buy,0.09472541,31};Buy
S41702130;{1721,Hold,-0.01515152,0}{1553,Buy,0.3105953,22}{4744,Hold,0.1507112,23}{2094,Buy,0.1484956,33}{4548,Hold,NA,42}{301,Buy,0.138088,43}{1721,Hold,0.00931677,44}{3853,Buy,0.1024845,44}{14903,Buy,0.07460854,46}{839,Buy,0.1279357,50};Buy
S910639;{4217,Sell,NA,0};Buy
S1296653;{449,Buy,NA,0}{404,Buy,NA,0};Hold
S2625222;{298,Hold,0.06489602,0};Hold
S46582110;{1718,Buy,0.05058366,0}{3049,Buy,NA,23}{1718,Buy,0.1092851,25}{1212,Buy,0.1769651,51};Hold
S4850142;{3457,Hold,0.05465005,0};Hold
S1531977;{15133,Buy,0.09694511,0}{684,Buy,0.1586411,19}{2135,Buy,0.2402883,25}{370,Buy,0.1397635,33}{15133,Buy,0.1708459,36};Hold
S9611200;{3908,Hold,0.02342506,0}{3261,Hold,-0.00591716,5}{1185,Hold,0.2377514,16}{22744,Buy,NA,17}{3653,Buy,NA,18}{4286,Hold,0.1671088,23}{4469,Buy,0.2823801,24}{22744,Buy,0.1170348,36}{3653,Buy,0.1276269,39}{4338,Hold,0.06465853,49};Sell
S34211132;{4426,Buy,NA,0}{791,Hold,NA,30}{1946,Buy,0.6218721,43}{1262,Buy,0.6015073,46}{855,Buy,0.6283525,47};Hold
S9611200;{8593,Hold,NA,0};Hold
S1148287;{1712,Hold,NA,0};Buy
S1235160;{9877,Buy,0.2942192,0};Sell
S32314222;{1700,Hold,NA,0}{1700,Hold,NA,16}{1700,Hold,NA,19}{1220,Buy,1.41388,39}{3444,Buy,1.440264,47};Buy
S30231105;{1301,Buy,0.05667627,0};Sell
S26301203;{588,Buy,NA,0}{3143,Hold,0.2448133,46}{3112,Buy,0.6338028,59};Buy
S32606160;{151461,Buy,0.3983933,0}{151461,Buy,0.1747063,32}{466,Hold,NA,47};Hold
S33313171;{703,Buy,NA,0}{941,Hold,NA,34}{3104,Sell,-0.1974878,40};Hold
S48769203;{1353,Hold,NA,0}{3129,Hold,NA,54};Buy
S31598173;{1718,Buy,0.1391824,0}{8593,Hold,NA,49}{749,Hold,0.09544579,50};Buy
S7458399;{861,Buy,3.418846,0}{1936,Buy,0.2664786,13}{3154,Hold,-0.03105991,22}{1455,Buy,0.08636611,52}{533,Hold,0.003473562,54}{1527,Buy,0.1146151,56}{1741,Hold,0.04510451,57};Buy
S37310117;{4799,Buy,0.5330259,0};Buy
S1956391;{291,Hold,NA,0};Sell
S36074187;{877,Buy,NA,0}{3795,Buy,0.3048206,14}{459,Sell,-0.1572004,30}{1185,Buy,NA,35}{4175,Sell,NA,35}{1927,Hold,NA,36}{1955,Buy,NA,38};Sell
S4206199;{1673,Hold,NA,0}{1211,Hold,0.03448276,46}{3635,Hold,0.003904071,47};Buy
S26301203;{3752,Buy,0.1411183,0}{2208,Buy,0.3988658,8}{1784,Hold,0.01892285,19}{4706,Buy,0.2074643,21}{4706,Buy,0.2290503,23}{1158,Buy,0.1173184,23}{1530,Hold,0.0178117,24}{3173,Hold,-0.06035417,25}{1709,Buy,0.1564872,25}{1709,Buy,0.1782032,26}{1498,Buy,0.2518409,26}{426,Buy,0.2518409,26}{3125,Buy,0.1860638,27}{3150,Sell,0.2630015,28}{1661,Hold,NA,29}{1158,Buy,NA,42}{1709,Buy,0.276426,45}{1709,Buy,0.4178113,52}{303,Buy,0.107665,52}{1049,Hold,0.107665,52}{2281,Buy,0.1071745,53}{3173,Hold,0.1514615,53}{736,Hold,0.3286094,53}{4706,Buy,0.3673655,55}{3150,Hold,0.1622607,55}{3106,Hold,0.2808783,56}{1661,Hold,0.1178388,57}{1172,Buy,0.4194139,58}{2241,Hold,NA,62}{1498,Buy,0.5706806,62};Sell
S379380;{7252,Buy,NA,0};Sell
S108661;{3157,Buy,0.3084301,0};Sell
S657387;{4176,Hold,0.1128917,0};Hold
S30592235;{1700,Buy,0.1701493,0};Sell
S36334265;{1700,Buy,0.2054002,0}{3278,Buy,0.2832588,12}{4458,Buy,0.2434865,13}{1700,Buy,0.1882129,15}{2019,Buy,0.167363,22}{4349,Buy,0.2735672,23}{1700,Buy,0.2485953,23}{1700,Buy,0.2471938,25}{1700,Buy,0.2961763,52};Hold
S2822248;{15240,Buy,0.1136317,0}{301,Hold,0.0845987,40};Sell
S591675;{1652,Buy,0.5263645,0};Buy
S160255;{3424,Buy,0.01116371,0};Buy
S30592235;{2277,Buy,NA,0};Hold
S448629;{851,Hold,-0.1239049,0};Hold
S17332105;{946,Hold,0.1311417,0}{2286,Hold,0.0481612,14}{4098,Buy,0.07039187,16}{4225,Buy,0.1098981,19}{4145,Buy,-0.01446541,21}{4225,Buy,0.09178386,50}{4083,Buy,0.1497557,56};Hold
S39374150;{3409,Hold,NA,0};Buy
S314697;{1721,Buy,0.2888889,0}{1721,Buy,0.3272311,51};Hold
S4094584;{6233,Buy,0.07083935,0}{6233,Buy,0.1314352,22}{24675,Hold,-0.004441794,31};Buy
S27897285;{1700,Buy,1.124882,0}{1700,Buy,0.5240263,20}{1700,Buy,0.6084066,26}{1700,Buy,0.5677858,32}{1700,Buy,0.6029666,35}{1700,Buy,0.6400224,44}{1700,Buy,0.5415974,55};Hold
S1625663;{832,Buy,0.07714068,0}{1298,Buy,0.1223711,30}{22466,Hold,0.1121096,32}{307,Hold,0.06717592,32}{3504,Hold,0.1173815,34}{22466,Hold,0.1129848,39};Buy
S21840103;{4060,Hold,0.01987448,0}{1718,Buy,0.1080332,18}{4060,Buy,0.0493477,22};Buy
S19655115;{1063,Buy,0.1312993,0};Sell
S3443652;{3961,Buy,0.1558467,0}{3849,Buy,0.3475936,48};Sell
S4077776;{2152,Buy,NA,0}{309,Hold,0.02364984,38}{1866,Buy,0.0990959,41}{740,Hold,-0.02222222,43};Hold
S29991154;{1460,Hold,NA,0}{3510,Hold,NA,8}{3370,Hold,0.08292079,10}{2255,Buy,NA,11}{4380,Buy,NA,12}{3142,Hold,NA,29}{2144,Buy,0.1353451,51}{4989,Hold,-0.04391993,51}{4380,Buy,NA,51}{4395,Hold,NA,54}{2255,Buy,NA,55}{758,Buy,0.1976048,55};Sell
S160255;{3424,Hold,NA,0};Hold
S29981135;{3042,Buy,0.1986301,0}{1715,Buy,0.3258204,23}{4526,Sell,NA,45}{2191,Buy,NA,52}{3098,Buy,NA,58};Buy
S29656286;{3128,Buy,NA,0}{1191,Buy,0.4967926,26}{2073,Buy,NA,29}{4069,Hold,NA,46}{4287,Buy,0.5345269,46}{2255,Buy,0.362862,47}{1191,Buy,0.7751479,48}{4798,Buy,0.1854361,49}{2088,Buy,0.6253208,50}{1191,Buy,0.5397776,50}{3632,Hold,0.1925043,51}{3108,Buy,0.4480409,51}{758,Buy,0.8639329,53}{4287,Buy,0.6028495,54}{2073,Buy,0.5165031,55}{635,Buy,0.6949153,55}{3128,Buy,0.2488849,55}{3668,Buy,0.5915119,56};Buy
S14670347;{1709,Buy,0.1551984,0}{1709,Buy,0.08798486,21}{941,Buy,0.3459621,33}{941,Buy,0.3561025,43}{1709,Buy,0.1551984,43}{3077,Buy,0.3392857,45}{3165,Buy,0.1255628,46}{1661,Buy,0.1758942,49}{3112,Hold,0.1055221,54}{1709,Buy,0.1622031,56};Sell
S35262136;{3174,Buy,NA,0}{3174,Buy,NA,41};Hold
S356141;{4337,Buy,0.1738401,0}{1491,Buy,0.1738401,0}{4636,Hold,0.1123533,0}{3656,Hold,0.04025328,2};Buy
S11158180;{4485,Hold,NA,0}{3162,Hold,NA,39}{3119,Buy,0.5303119,39}{3162,Hold,NA,44}{4249,Hold,NA,47}{1198,Hold,0.02857143,50};Buy
S49477166;{3268,Buy,NA,0}{788,Hold,0.05024127,49}{3128,Buy,0.1887504,54}{1421,Buy,NA,58};Buy
S8377154;{777,Buy,NA,0}{855,Buy,0.2910798,0}{791,Buy,0.2128326,0}{3480,Buy,0.361634,2}{855,Buy,0.2520194,10}{4262,Buy,0.1433238,13}{3480,Buy,0.4248705,16}{8593,Hold,NA,17}{1262,Buy,0.2903226,20}{259,Buy,0.3299013,21}{4375,Buy,0.07204117,23}{777,Buy,0.2173913,24}{259,Buy,0.2967581,35}{1262,Buy,0.3251716,37};Buy
S26555187;{4600,Buy,NA,0}{241,Sell,NA,41};Buy
S2075994;{592,Hold,NA,0};Buy
S18928138;{4017,Buy,2.703861,0}{14945,Buy,2.761183,46};Buy
S1549651;{724,Sell,NA,0};Buy
S2718877;{4775,Hold,NA,0};Hold
S30990203;{304,Buy,0.2281836,0}{3452,Buy,0.1852354,25}{2137,Buy,0.2692051,27}{1041,Buy,0.2777151,35}{1712,Hold,-0.1320072,47}{722,Buy,0.4803849,48};Buy
S23548466;{932,Sell,-0.9073216,0}{3144,Buy,-0.8146432,0}{1497,Hold,-0.8609824,0}{1914,Buy,0.2048193,0}{869,Buy,0.2635379,3}{3314,Hold,-0.007220217,3}{3144,Sell,-0.1158267,4}{14067,Hold,0.01679929,4}{1673,Sell,-0.02912621,5}{906,Hold,-0.06183369,20}{3128,Hold,-0.005387484,25}{635,Hold,0.06713634,25}{2255,Hold,NA,27}{3837,Sell,-0.04115062,28}{1211,Hold,0.1836735,29}{1717,Hold,NA,30}{1211,Hold,0.1576846,34}{869,Buy,0.1976048,34}{1421,Buy,0.09460516,35}{3128,Buy,0.08149865,36}{932,Hold,NA,36}{9880,Buy,0.2585812,38}{3326,Hold,-0.008390542,38}{3130,Buy,NA,39}{635,Buy,0.2084592,46}{2073,Hold,-0.06759907,50};Hold
S7458399;{1704,Buy,0.1019659,0}{338,Sell,-0.3047348,2}{3165,Sell,NA,15}{1704,Buy,0.2593284,20}{603,Buy,0.3667426,27};Sell
S8165174;{4790,Buy,NA,0}{3159,Buy,0.2043011,11}{1709,Buy,0.5060241,30};Hold
S12434156;{1482,Hold,-0.03605388,0}{924,Buy,0.3866878,0}{4401,Buy,1.34375,38}{3972,Buy,0.1949216,51};Buy
S28722136;{1710,Hold,NA,0}{1710,Hold,NA,51};Sell
S4218276;{7591,Sell,-0.03531974,0}{4633,Hold,NA,52};Buy
S12358128;{4401,Hold,0.04314841,0}{22616,Hold,NA,0}{924,Buy,0.129666,24}{3972,Buy,0.247505,38};Buy
S45649240;{4349,Buy,0.4295029,0}{3273,Hold,0.2741222,0}{1700,Buy,0.3984268,0}{4221,Hold,0.2063589,3}{1700,Buy,0.3374176,9}{1700,Buy,0.3400924,22}{1700,Buy,0.3516782,23}{1700,Buy,0.4217409,46}{8818,Hold,NA,57};Buy
S2546178;{4348,Buy,0.1742892,0};Buy
S29981135;{3883,Hold,-0.0380411,0}{3304,Buy,NA,0}{3098,Buy,0.3603874,1};Sell
S58469;{2260,Sell,NA,0}{3693,Hold,0.05833128,0}{290,Hold,0.009106571,0}{4315,Buy,0.1513552,2}{3775,Buy,0.3724952,40}{290,Hold,0.09391676,54};Buy
S2718877;{2266,Buy,NA,0}{25536,Hold,-0.01142355,31}{1054,Hold,-0.05254091,35}{15240,Buy,0.1656579,52};Hold
S1531977;{1246,Buy,0.2911843,0};Sell
S29800192;{3673,Buy,NA,0}{3636,Buy,0.3163668,10}{3673,Buy,NA,16}{1181,Hold,-0.005681818,21}{14907,Buy,0.1349576,23}{1732,Buy,0.1349576,23}{3673,Buy,NA,24}{3461,Buy,0.1263058,24}{3054,Buy,0.1356917,24}{3885,Buy,0.1263058,24}{1892,Buy,0.141584,26}{3636,Buy,0.1599967,26}{15087,Buy,0.1507904,26}{1527,Buy,0.0707635,27}{1831,Buy,0.09653131,29}{3854,Buy,0.1582755,30}{15052,Buy,0.1904762,31}{22523,Buy,0.2400548,44}{3348,Buy,0.1893788,45}{3673,Buy,0.2469574,47}{1892,Buy,0.1172739,47};Buy
S45649240;{1700,Buy,0.2140871,0}{1700,Buy,0.281296,24}{1700,Buy,0.2352574,37}{1700,Buy,0.2700578,46}{1700,Buy,0.3946843,50}{1700,Buy,0.4114726,52};Buy
S389685;{307,Buy,0.0798722,0};Sell
S48769203;{728,Hold,NA,0}{830,Buy,0.45255,16}{3172,Hold,NA,22}{1671,Buy,NA,37};Buy
S2766091;{1662,Buy,0.07954545,0}{1076,Hold,0.1343942,41};Buy
S4236243;{4319,Sell,-0.03184713,0};Hold
S25183201;{932,Sell,NA,0}{3837,Sell,-0.1441738,44}{3157,Buy,0.0625,50}{14927,Hold,-0.01445466,55};Buy
S11027212;{4513,Buy,0.04225352,0}{3193,Buy,NA,35}{577,Hold,0.01984564,43};Hold
S5643224;{4251,Buy,0.1936735,0}{14935,Hold,NA,28}{14935,Hold,NA,31}{14935,Hold,NA,35}{489,Buy,0.5946137,44}{3444,Hold,NA,47}{14935,Hold,NA,49};Hold
S30943157;{13666,Buy,0.364366,0};Buy
S40782108;{1790,Buy,0.1767889,0}{3359,Hold,0.05291217,3}{3897,Hold,0.07480029,28}{3498,Hold,NA,51};Hold
S30199191;{4365,Buy,0.1335298,0}{727,Hold,NA,24}{2097,Buy,0.0731053,24}{1666,Hold,0.007838746,25}{8833,Buy,0.05263158,25}{4365,Buy,0.06785317,30}{4460,Sell,-0.08946051,35}{4365,Buy,0.1616651,60};Sell
S47341190;{1158,Buy,0.2812691,0}{3864,Buy,8.577279,26}{588,Buy,0.1849901,34};Buy
S1841583;{3697,Buy,0.1393514,0}{22717,Buy,0.1186154,3};Buy
S45359401;{1527,Hold,NA,0}{3054,Hold,5.867982,0}{2296,Hold,NA,1}{2252,Sell,2.885675,1}{4321,Hold,5.242955,2}{603,Buy,12.54026,20}{1187,Hold,6.469342,28};Hold
S389685;{307,Buy,0.1281172,0}{2108,Buy,0.1496656,21}{1546,Hold,0.06242576,37}{3859,Hold,NA,50};Buy
S15635118;{4365,Buy,0.1485826,0};Buy
S2314742;{13675,Sell,-0.218241,0};Sell
S2546178;{3479,Buy,0.25,0};Buy
S3434273;{576,Buy,0.1132115,0}{1646,Buy,0.1204482,36}{1051,Sell,NA,36};Buy
S362146;{4263,Buy,0.3564431,0};Buy
S12358128;{3878,Buy,0.1220196,0};Hold
